label,landmark_0,landmark_1,landmark_2,landmark_3,landmark_4,landmark_5,landmark_6,landmark_7,landmark_8,landmark_9,landmark_10,landmark_11,landmark_12,landmark_13,landmark_14,landmark_15,landmark_16,landmark_17,landmark_18,landmark_19,landmark_20,landmark_21,landmark_22,landmark_23,landmark_24,landmark_25,landmark_26,landmark_27,landmark_28,landmark_29,landmark_30,landmark_31,landmark_32,landmark_33,landmark_34,landmark_35,landmark_36,landmark_37,landmark_38,landmark_39,landmark_40,landmark_41,landmark_42,landmark_43,landmark_44,landmark_45,landmark_46,landmark_47,landmark_48,landmark_49,landmark_50,landmark_51,landmark_52,landmark_53,landmark_54,landmark_55,landmark_56,landmark_57,landmark_58,landmark_59,landmark_60,landmark_61,landmark_62
4,0.3862273097038269,0.803906261920929,7.587585741930525e-07,0.5701271891593933,0.770983099937439,-0.056752417236566544,0.7048007249832153,0.5975196361541748,-0.05840178579092026,0.6938085556030273,0.42899972200393677,-0.055060386657714844,0.6054680943489075,0.3617733120918274,-0.04952497407793999,0.6816993951797485,0.4591341018676758,0.009583573788404465,0.7454001307487488,0.34902897477149963,-0.005776713136583567,0.7718350887298584,0.27157312631607056,-0.02993503026664257,0.7860472202301025,0.20711013674736023,-0.05141878128051758,0.5714823007583618,0.40539640188217163,0.018257761374115944,0.6203690767288208,0.29403984546661377,0.017003696411848068,0.6456232666969299,0.22878631949424744,0.004592864774167538,0.6611090898513794,0.17178994417190552,-0.00921470858156681,0.4523763358592987,0.38168856501579285,0.015172511339187622,0.4810776114463806,0.2692396938800812,0.0003206995315849781,0.4991206228733063,0.2177765965461731,-0.003538095857948065,0.5012239217758179,0.17654064297676086,-0.008424537256360054,0.32089436054229736,0.3828772306442261,0.004442645236849785,0.3388710021972656,0.27014896273612976,-0.012204389087855816,0.3605750501155853,0.22886580228805542,-0.007066724821925163,0.3690710663795471,0.20739325881004333,-0.0033252378925681114
1,0.4966978430747986,0.703484058380127,1.4625334188167471e-06,0.5778718590736389,0.6819818615913391,-0.10501644760370255,0.6320153474807739,0.6323105096817017,-0.17874453961849213,0.6512360572814941,0.5840259790420532,-0.23786699771881104,0.661194384098053,0.5435669422149658,-0.3026091158390045,0.6057080030441284,0.4901966154575348,-0.20283208787441254,0.6264822483062744,0.3393833041191101,-0.28926798701286316,0.6277227997779846,0.23158051073551178,-0.3453465700149536,0.62360018491745,0.13984712958335876,-0.38272514939308167,0.5122442841529846,0.47973600029945374,-0.19473901391029358,0.5216912031173706,0.32409876585006714,-0.2798139750957489,0.5170488357543945,0.20486187934875488,-0.33528438210487366,0.5130200386047363,0.10662230849266052,-0.37436795234680176,0.4285690188407898,0.49547505378723145,-0.1891763061285019,0.4144445061683655,0.3613417148590088,-0.261071115732193,0.40747469663619995,0.2633497714996338,-0.30047810077667236,0.40539464354515076,0.18428707122802734,-0.32577550411224365,0.35556137561798096,0.5253517627716064,-0.19006206095218658,0.3379848003387451,0.41921761631965637,-0.25116774439811707,0.335152268409729,0.343904972076416,-0.2783348262310028,0.3372303247451782,0.27757561206817627,-0.29536470770835876
1,0.5019679665565491,0.7549602389335632,1.324378899880685e-06,0.6166933178901672,0.7415972948074341,-0.08651719242334366,0.6966863870620728,0.6744228005409241,-0.13261762261390686,0.6958634853363037,0.6025822162628174,-0.16685856878757477,0.6546221971511841,0.5524343848228455,-0.20332235097885132,0.6608973741531372,0.5057238936424255,-0.11801116168498993,0.680608332157135,0.36722463369369507,-0.18098598718643188,0.6853049993515015,0.2722805440425873,-0.22366829216480255,0.6863308548927307,0.1977536380290985,-0.24982000887393951,0.5686215162277222,0.4849921464920044,-0.10541489720344543,0.5790965557098389,0.34911787509918213,-0.16288605332374573,0.5800389647483826,0.2550630569458008,-0.20352168381214142,0.5812479853630066,0.18269866704940796,-0.2302209585905075,0.48261547088623047,0.49398234486579895,-0.09908322989940643,0.4832242727279663,0.36907821893692017,-0.14706023037433624,0.48273414373397827,0.281212717294693,-0.178059384226799,0.48612746596336365,0.21131393313407898,-0.19750630855560303,0.40108150243759155,0.5235251784324646,-0.0990978330373764,0.4033263325691223,0.4175737202167511,-0.13966047763824463,0.40473151206970215,0.3427162170410156,-0.15936848521232605,0.4096897840499878,0.27764052152633667,-0.17057305574417114
12,0.42373746633529663,0.8749626874923706,-6.34665127563494e-07,0.5345597267150879,0.7495177388191223,-0.04675019532442093,0.6053668260574341,0.598576009273529,-0.0808584913611412,0.6391276121139526,0.47859257459640503,-0.12873749434947968,0.6273525953292847,0.42255735397338867,-0.16624662280082703,0.37246930599212646,0.4120539426803589,0.0526297353208065,0.4473506808280945,0.25831446051597595,-0.02910751849412918,0.5121762752532959,0.32495203614234924,-0.08688443899154663,0.5245662927627563,0.398853600025177,-0.11280660331249237,0.3096139430999756,0.4241689443588257,0.037891462445259094,0.4056183099746704,0.2630388140678406,-0.029146471992135048,0.4727540910243988,0.35611408948898315,-0.055972419679164886,0.4672316908836365,0.43457555770874023,-0.058698058128356934,0.24468767642974854,0.4459361135959625,0.002909974893555045,0.34265589714050293,0.3068626821041107,-0.0705593079328537,0.4016212821006775,0.42774903774261475,-0.07021237164735794,0.3869978189468384,0.5276962518692017,-0.04743576794862747,0.18067306280136108,0.49041426181793213,-0.03894690424203873,0.2798251211643219,0.3745891749858856,-0.07331569492816925,0.3360985517501831,0.46201634407043457,-0.059837546199560165,0.3283289074897766,0.5531488656997681,-0.03645974397659302
4,0.3731062114238739,0.8163633346557617,9.138202017311414e-07,0.541175365447998,0.7870017886161804,-0.06355909258127213,0.6690096855163574,0.6142822504043579,-0.07149169594049454,0.6365500688552856,0.44699904322624207,-0.07017862796783447,0.5193279385566711,0.40840601921081543,-0.06767231971025467,0.6461538076400757,0.5118910074234009,-0.010090146213769913,0.6961662769317627,0.39023730158805847,-0.026643497869372368,0.7186278104782104,0.30000030994415283,-0.05234282463788986,0.7335070967674255,0.22974395751953125,-0.07513631880283356,0.5375343561172485,0.45992887020111084,0.005003476515412331,0.5765465497970581,0.34359896183013916,0.0013784944312646985,0.6021110415458679,0.2606113851070404,-0.017414646223187447,0.6211942434310913,0.1990223526954651,-0.03735069930553436,0.4239101707935333,0.43146806955337524,0.010820198804140091,0.4512045383453369,0.3132277727127075,-0.00471489317715168,0.4813193380832672,0.24523761868476868,-0.01665893755853176,0.49433672428131104,0.20060378313064575,-0.0283010546118021,0.3026852011680603,0.42278268933296204,0.009686348959803581,0.32850804924964905,0.30367523431777954,-0.00984091404825449,0.35857242345809937,0.2600383758544922,-0.009644292294979095,0.37526392936706543,0.24484136700630188,-0.010137340985238552
12,0.40060147643089294,0.8417118191719055,6.915490757819498e-07,0.5606213808059692,0.7281613945960999,-0.02841361053287983,0.6603021621704102,0.5816546082496643,-0.03673447296023369,0.7002966403961182,0.4559451937675476,-0.05625906586647034,0.7086837291717529,0.39390829205513,-0.07461328059434891,0.5716010928153992,0.42054450511932373,0.05323069915175438,0.6140936613082886,0.27709051966667175,0.026699252426624298,0.655157208442688,0.23275041580200195,-0.0008086772868409753,0.6887983083724976,0.21782955527305603,-0.01716023124754429,0.46507224440574646,0.403769314289093,0.04536603391170502,0.5186105966567993,0.2516084909439087,0.022386357188224792,0.5581846833229065,0.24841132760047913,0.00126562116201967,0.5741584300994873,0.2672395408153534,-0.006635371129959822,0.35196059942245483,0.41196209192276,0.026606149971485138,0.3990042209625244,0.2582457959651947,-0.01618354208767414,0.4342931807041168,0.32928502559661865,-0.017872972413897514,0.44070062041282654,0.4026840627193451,-0.006702352315187454,0.23308336734771729,0.4551764726638794,0.004570673685520887,0.28669124841690063,0.3462725877761841,-0.029685938730835915,0.3256935179233551,0.42707693576812744,-0.017639173194766045,0.33586883544921875,0.5160154104232788,0.0014168400084599853
8,0.34859275817871094,0.8495613932609558,-1.1897014928763383e-06,0.501534104347229,0.8281677961349487,-0.06414362788200378,0.6230472326278687,0.6648160219192505,-0.0792241245508194,0.6382838487625122,0.5074161291122437,-0.09161892533302307,0.5593292713165283,0.41282764077186584,-0.09289968758821487,0.6350481510162354,0.5453479886054993,-0.026361675933003426,0.7245432734489441,0.4656292200088501,-0.09909944981336594,0.7074257135391235,0.5384155511856079,-0.13475288450717926,0.6800158023834229,0.5942580103874207,-0.13906866312026978,0.5451343059539795,0.5006499290466309,-0.01918790116906166,0.611815333366394,0.42647016048431396,-0.09545109421014786,0.5861548185348511,0.5242236852645874,-0.1226557046175003,0.5694270133972168,0.5886950492858887,-0.1183587908744812,0.4445748031139374,0.47043514251708984,-0.02506859600543976,0.4900641441345215,0.4073587656021118,-0.10740583389997482,0.46869149804115295,0.5103427171707153,-0.11347431689500809,0.44706618785858154,0.592168927192688,-0.08648236840963364,0.3320564329624176,0.44626060128211975,-0.0342320054769516,0.367896169424057,0.2729915380477905,-0.07863325625658035,0.38802751898765564,0.1637783944606781,-0.08321838080883026,0.41110658645629883,0.07007446885108948,-0.07142007350921631
15,0.3991481363773346,0.5952895283699036,-3.2905592206589063e-07,0.45116448402404785,0.6103252172470093,-0.013993875123560429,0.497633159160614,0.6449311375617981,-0.02484527789056301,0.5232391953468323,0.6743283271789551,-0.037190891802310944,0.5265765190124512,0.701111376285553,-0.0469193197786808,0.4724601209163666,0.718860387802124,-0.0005748504772782326,0.4871923625469208,0.7584497332572937,-0.0209638811647892,0.49472928047180176,0.7405691146850586,-0.03889850154519081,0.495266854763031,0.7160654664039612,-0.04896512255072594,0.44027334451675415,0.7239996194839478,-0.004618017002940178,0.4504455626010895,0.7582743763923645,-0.01946406066417694,0.4574238955974579,0.7393230199813843,-0.02990943193435669,0.45764976739883423,0.7177740931510925,-0.03550097346305847,0.40576788783073425,0.7202088236808777,-0.012390646152198315,0.41458022594451904,0.750924825668335,-0.024648766964673996,0.4217870235443115,0.7329286336898804,-0.02238106168806553,0.42369312047958374,0.7127148509025574,-0.019461512565612793,0.37085577845573425,0.709006130695343,-0.022164221853017807,0.3754117488861084,0.7363894581794739,-0.028418172150850296,0.38275086879730225,0.7227563261985779,-0.021810373291373253,0.3862936794757843,0.7067082524299622,-0.01551943551748991
8,0.4203813374042511,0.8841686248779297,6.251231638998433e-07,0.5469799041748047,0.7700209617614746,-0.019474532455205917,0.6334339380264282,0.5976957082748413,-0.017889555543661118,0.645748496055603,0.46043938398361206,-0.028367914259433746,0.5986635088920593,0.3679954707622528,-0.03688862919807434,0.4735333323478699,0.4680580496788025,0.10036919265985489,0.5045409202575684,0.34115517139434814,0.09861649572849274,0.5239598751068115,0.26870885491371155,0.07537712901830673,0.519564151763916,0.20198935270309448,0.056808073073625565,0.36678895354270935,0.4621674716472626,0.0873674526810646,0.40031516551971436,0.3183564245700836,0.09580712765455246,0.4207230508327484,0.24696975946426392,0.06865131855010986,0.4243815541267395,0.18207436800003052,0.043863266706466675,0.26598814129829407,0.4708327054977417,0.06140793859958649,0.28343120217323303,0.32158660888671875,0.054688919335603714,0.3067491948604584,0.23393219709396362,0.03729824721813202,0.31255561113357544,0.15974605083465576,0.02440345287322998,0.16855302453041077,0.4937579333782196,0.030358824878931046,0.16562122106552124,0.33266258239746094,0.02851240523159504,0.1838136464357376,0.23636853694915771,0.03565497323870659,0.19627556204795837,0.15815940499305725,0.04125431180000305
4,0.5080466270446777,0.4184914231300354,-2.967586851809756e-07,0.5854133367538452,0.38961270451545715,-0.05507485195994377,0.6418405771255493,0.31592896580696106,-0.08812624216079712,0.6638793349266052,0.2391444593667984,-0.11630867421627045,0.6669553518295288,0.18216699361801147,-0.1398841291666031,0.5855562090873718,0.21419352293014526,-0.06069105863571167,0.6142385601997375,0.15511730313301086,-0.11849958449602127,0.6163502931594849,0.20633456110954285,-0.14796721935272217,0.6158546209335327,0.24393150210380554,-0.16102024912834167,0.5106446743011475,0.21919044852256775,-0.05669755861163139,0.5377122759819031,0.1454060673713684,-0.11428073048591614,0.5454328656196594,0.2167806327342987,-0.12428531050682068,0.5404918193817139,0.263480007648468,-0.12095049023628235,0.44171369075775146,0.24214394390583038,-0.0609467551112175,0.4531511962413788,0.1746121495962143,-0.11528541892766953,0.464788556098938,0.2351207584142685,-0.10278342664241791,0.46132540702819824,0.2783300578594208,-0.08378836512565613,0.3769189417362213,0.27982109785079956,-0.06857264041900635,0.37213656306266785,0.23514389991760254,-0.10368070751428604,0.38866665959358215,0.2753641903400421,-0.09126170724630356,0.3933119773864746,0.30539560317993164,-0.07473824173212051
